	TCGA.P7.A5NY.01A	TCGA.QR.A705.01A	TCGA.QR.A6H3.01A	TCGA.QR.A706.01A	TCGA.QR.A6GW.01A	TCGA.PR.A5PG.01A	TCGA.PR.A5PF.01A	TCGA.QR.A6GU.01A	TCGA.QR.A6H2.01A	TCGA.QR.A6GX.01A	TCGA.QR.A70E.01A	TCGA.QR.A703.01A	TCGA.P8.A6RY.01A	TCGA.QR.A6H0.01A	TCGA.QR.A70I.01A
C11orf87	3.6816987	-0.519881915	-3.649231661	-0.863605294	0.594176722	3.993022951	1.855494037	-5.333278493	-1.175055396	-1.679868999	-1.30934129	0.322555009	-2.738870282	-1.263372751	-1.23808228
ELMOD1	-2.698372325	0.506350109	-0.726837499	-1.400642544	3.265262196	-2.019559947	1.907721277	-1.287160216	-3.587937669	2.984966835	1.256508996	-3.342380516	1.768491486	-0.46846536	1.806254062
CYP19A1	-3.094750611	0.30643659	-1.40784818	1.08823745	0.803123777	-0.362410321	0.01	-2.0918342	-1.903399921	-2.31294703	0.01	-0.542263875	0.824402121	0.585666487	-0.4561269
GLDN	-2.369427575	-2.479267109	-4.345614951	4.85404973	1.133888816	-1.67565286	-1.785718042	-2.222291996	3.138150782	-3.835659938	0.003405821	-0.126362339	2.936916505	-2.293149984	-3.278400839
CRABP1	0.01	6.864461273	0.01	4.491448719	1.331849435	5.772093432	7.245056173	0.398736362	0.77290111	-4.494703133	1.555004443	2.567509057	-4.679211905	6.497327967	-4.637883003
PSTPIP1	-3.100609348	4.938598813	5.495503464	-1.161592258	0.015837226	-2.52034298	-2.234730506	-2.249837398	1.483080947	-1.833454071	-1.307281739	-0.931527933	-3.240391688	4.229369965	-2.784009429
LINGO1	-2.716642028	2.882639573	2.176176792	0.893724842	0.557099275	-1.625564437	0.109901747	-0.230872167	1.657868594	0.400382027	0.016285117	2.101015918	-2.119471419	1.433632742	1.008467536
CPLX3	0.287780448	-0.275170488	-2.626936544	3.902061142	2.246697381	-4.166406231	3.899721108	-3.310955899	3.826943882	-2.532031895	-3.00586589	2.01945417	-0.849967966	-4.218288023	-0.508477896
LMAN1L	0.209914555	-0.004283013	-1.133580161	-0.771816292	-2.311813284	0.01	0.004283013	-1.817566181	1.230907437	-2.038679011	-0.512528731	-0.13053346	-1.139196339	-2.140024094	-0.568370683
CYP11A1	-1.017033007	-4.448830781	-5.578127929	-4.251952689	-1.303038794	0.23547227	-0.404758708	-3.940291802	-0.26625004	-1.353979046	-1.074435267	-0.168246374	-1.860430752	-5.584571862	-4.626406649
CCDC33	1.208356577	1.292710695	-3.643968291	-3.31779305	1.195020227	1.860879403	-1.821082611	0.01	-2.139461925	0.01	3.584408506	-2.363346486	-2.733663628	-4.650412224	-2.370353011
STRA6	1.83097776	0.876052117	-8.19842563	-1.840024531	1.492963064	2.098246536	-3.115823704	-8.245039689	-0.223093413	-8.103522147	0.31999836	-7.043322747	-5.785551312	-6.126873994	-2.439341542
C15orf59	0.853017938	0.338594025	2.095006864	-2.044112729	-0.363163585	-0.300749377	1.25484796	-3.722746211	-0.181615883	1.021997544	0.969791739	-1.892987861	-0.343217089	1.594586717	-1.684864056
HCN4	0.324418933	0.461257195	-3.037330518	-4.015986192	-1.420700459	1.419930542	3.351520316	2.088421434	1.405824029	2.540234232	1.451172735	-0.093736789	1.460860183	1.615106953	-0.411834056
ITGA11	-0.498096055	0.215961225	-1.682778091	-1.367553028	0.272313493	-3.472272599	2.463801756	3.454118576	-0.515259223	3.433479858	-1.748544029	0.012886512	-0.43310124	-2.448226411	0.198964827
CA12	2.593539212	0.654810663	-0.474549602	-1.14836769	0.909273546	1.97689249	-0.29548714	0.01	-0.969975402	1.105778269	-0.368053686	0.943584022	-2.886052347	1.720630098	0.01
GCNT3	1.524270712	0.252945005	0.01	0.01	0.460109153	0.01	0.01	-1.560338163	0.01	-0.781450993	-2.255193525	0.726197757	0.618944259	-1.882796076	0.01
FAM81A	1.608732035	0.048827514	0.639366408	0.461988592	0.429059859	-1.035077168	0.060905777	-0.530116325	0.711604224	1.60639055	0.710475295	0.667225594	-0.087695298	1.209259638	-0.434905976
ALDH1A2	-0.349968091	1.921860267	2.51132703	2.328155942	0.687025541	0.01	-1.969538823	2.632014129	-1.702936268	0.302447704	-0.779070963	0.880488874	1.117913054	1.309612821	0.159264814
GCOM1	-0.952163319	-1.579719491	-0.936482481	0.258216536	0	-3.412074105	1.127072681	-1.551819853	-1.145642376	-0.199149295	-0.824797099	-0.176907124	2.480953088	0.82140386	-1.332705964
CGNL1	-1.689963799	3.26800763	3.942370556	3.656149507	-1.268984901	-2.131965947	1.819742948	-1.250743432	-0.464458695	-0.067964769	-1.788509335	3.899034985	1.06266043	4.068670048	2.216805806
UNC13C	-0.549174048	4.945017187	4.623019616	-0.858130626	2.611616722	0.01	-0.098385781	0.131575677	-1.679857608	0.232461631	-2.563147249	0.01	0.01	6.626192699	1.352349502
WDR72	1.575146321	2.838757619	-1.197455246	0.01	3.077633889	0.169878758	-1.696497661	0.01	0.01	-2.102554095	5.281571635	0.01	5.052730824	4.062844349	-1.245733966
BCL2L10	0.190527827	0.01	0.01	-3.703487374	0.676187162	0.103341401	1.226305349	-3.713517128	-0.355080373	-2.349667457	2.461878628	1.157954148	-0.534234706	0.01	0.01
BMP5	0.01	0.01	3.924231589	4.57973331	0.01	0.006192964	-0.860183455	0.01	3.898272196	0.01	0.01	0.01	0.01	0.802303229	-0.08752576
HCRTR2	0.01	0.01	0.01	0.01	-0.501536066	0.01	0.01	0.062825547	1.25142559	0.01	0.952925698	1.764460112	-0.927670266	0.01	0.01
HTR1B	1.270026639	0.01	-3.087537429	-0.060932585	-2.336005992	2.224664149	-0.127169407	0.928814397	0.664911741	-1.992636278	-1.881559229	-0.999599479	-1.592241026	0.01	-1.550910473
TPBG	1.606361361	-0.477318114	-0.364309051	0.274862301	-1.392486934	1.590998169	0.911792787	1.317505674	2.108286666	-1.08796301	-2.021218835	-1.617506313	-0.381430317	0.753835422	0.211500877
PRSS35	-1.524148156	1.581504527	-0.784892267	-2.09612623	-0.140240707	-1.087356906	0.523446058	1.677898035	0.041592463	2.621598156	-0.189802666	0.242975694	0.744388155	-0.106846858	-0.596122291
RASGRF1	-1.535397545	0.766155005	0.151365759	0.325556267	2.511737805	-1.540182255	9.886204091	0.467306763	-1.665964894	-1.075628213	-1.964551164	-0.304990299	0.909729539	1.729873139	-0.218850702
ZIC1	0.01	0.01	0.01	4.275538738	0.01	0.01	0.321049336	4.779861271	1.324598117	0.01	0.01	0.01	0.01	0.01	0.01
ZIC4	0.01	0.01	0.01	0.882975949	0.01	0.01	0.01	5.022461083	1.061307074	0.01	0.01	0.01	0.01	-1.449643224	0.01
PCOLCE2	1.808422507	2.02466166	3.371044754	0.543431146	-2.353127603	-3.05922118	6.571212739	-0.788744385	-2.60009457	1.575172452	0.374362297	-0.364630292	-2.194354377	1.315123271	1.628394058
CLSTN2	1.727484023	-0.374374717	-2.731531827	-1.004607175	0.032625164	2.588567289	2.277515934	0.357000617	0.564012244	1.379099362	-1.504554886	-2.04539154	2.506445797	-2.472845865	1.201080952
TF	-0.665592499	0.043645036	1.168043586	0.825446528	-1.334157194	-2.740682957	-0.197714096	-0.769768991	-0.111670081	-3.106257165	0.85729348	1.494475541	0.931570096	1.336675685	-0.664512418
BFSP2	0.01	-0.110362982	-0.239735492	0.01	0.01	-1.194457391	-0.738777907	0.01	0.01	0.01	-0.033757292	0.040886313	1.25556091	0.01	0.01
ACPP	-1.606454018	1.209783242	0.665355959	0.406623653	0.63934876	-0.289204478	-1.418594003	-1.603537607	-1.415103328	-0.824650437	-1.298607353	-0.638929782	0.575744815	-1.92599552	0.01
CPNE4	2.484913018	-1.076601791	-2.665383156	-4.924142939	-1.432701937	3.879241983	1.545248282	0.892143941	4.439700449	1.642212583	0.197275599	-2.510289432	1.81989033	-6.256762112	2.009713629
SEMA3B	-0.153476764	-0.01109249	3.507984527	2.519083814	-1.906736079	-5.072296761	-6.616737098	-1.553854257	-2.858281447	-1.140181879	0.274840575	1.493819132	-4.03743578	3.413523691	2.315797418
SLC38A3	-1.278305445	2.1227756	0.408457858	0.582648367	-1.576910687	-1.867999405	3.996900292	-1.012549073	1.050527131	-0.011225297	3.784425793	-0.310887364	-1.003132602	3.766577528	-0.961715984
CAMKV	2.342154939	-0.283018122	2.771672021	1.840161009	1.899470287	-0.565051125	-0.455448944	0.897176201	-0.959811693	-0.552687417	2.553434033	-3.197029708	-0.367985395	2.552972509	-3.69586354
COL7A1	1.715293555	-1.993009802	-0.551204053	-0.079957509	2.499914341	-3.682634675	-2.843773239	-3.412141361	-2.840197323	-3.69730895	2.398719568	0.006263302	-1.434386232	-1.972697828	-3.014520751
PTH1R	-0.428789807	-2.393998655	-0.93837962	0.610206126	1.158950919	-2.777449355	0	-0.959470734	-0.974394791	-0.595555978	-0.426533396	0.525466583	-1.365050151	0.913143043	-0.986659276
LRRC2	-3.783572496	0.01	0.01	-3.18570885	1.254636474	-1.466429023	-0.01089238	-1.610952065	-3.007314523	-0.301497512	2.925122401	0.313078798	5.311386136	-2.51833939	0.984172316
DCLK3	-0.814952266	-0.921629699	-1.63594538	2.984871889	-1.026405413	0.475591122	3.120060246	-2.23253113	2.519661222	-1.411765585	2.152549701	0.966609984	0.0557834	-0.057437301	0.097138629
ARPP21	0.01	-2.148090368	0.01	0.01	-1.525931441	-3.232184777	4.59852291	-2.961448897	2.870915947	-3.182561727	0.150928161	1.588098808	1.720340745	-0.476599203	3.519720288
CMTM8	0.950986242	0.836929636	0.800687578	2.801663122	-1.640401533	-0.568905056	1.511116177	0.608483787	-1.756164776	1.287903491	1.22911802	-0.111332353	0.056829345	1.88169428	0.55115024
SCN5A	-2.075281837	-2.429066235	-0.751032013	0.522694489	4.992446268	0.913320655	0.84947703	-0.242448729	2.438012864	-2.878499732	0.062688047	-1.692824318	-0.648036792	-0.564848716	0.715260421
SCN10A	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
CX3CR1	0.717257798	0.315712615	-2.536108651	2.151156772	0.634991903	-0.929947234	-1.187134132	1.647734986	-1.266017477	-0.06269556	-0.713395048	0.992449353	-0.662263155	0.448393588	0.751900295
MOBP	-0.443639765	1.635566263	0.728612863	0.05479287	-0.327187071	-1.448371398	1.509688213	-1.177830316	-2.574270248	-2.983817357	2.882178956	-1.213134201	2.785813591	2.499758661	-3.127167708
ENTPD3	-0.822490599	-3.983638345	0.01	0.92238279	3.591333733	3.32694346	1.745562731	-1.475099366	0.65837477	-4.433071842	-5.491991258	-2.510412737	-1.03267659	0.924972039	-2.701798092
CCK	-2.134218522	0.266968679	5.712525271	2.633741781	4.234947867	0.01	6.984367373	0.01	-0.357827856	-1.35241494	-1.826371857	-1.166694286	4.69183884	2.353547584	0.504362571
CDCP1	0.6144344	-2.864016705	-0.601065513	-2.082213793	1.184440103	1.800257627	-0.968842123	-2.092485416	5.888924986	-2.898488975	-3.564960495	-1.712746694	-1.76108369	-0.607517473	-0.234305774
TMEM158	-0.833702392	-0.956146379	0.744578015	-1.759308019	0.224056394	-0.537552375	1.222832763	-2.354527531	2.243483698	-3.160531091	-0.330568256	-0.54853234	-1.644615532	2.341747043	-0.326422212
CXCR6	-2.816801499	-0.415746991	-0.808136638	0.01	-0.208586203	-1.277261801	-0.821719254	-2.229143569	0.959456474	-3.03513061	-2.508980331	0.238020951	-2.219727098	0.950948183	0.143583519
CCR1	-0.537631914	-1.196558822	-1.969770202	0.226790554	0.59556942	-0.734496568	-1.146865261	-1.26150879	-1.764779798	-1.119984942	-1.490710561	0.56824552	-0.152511869	-0.888764217	0.424896093
CCR5	-0.551059605	-0.319873214	-1.951720345	-1.510050525	0.641138545	-1.491237478	-1.035712346	-2.050804676	0.137795367	-2.27186352	-2.456182064	-0.00812748	-1.818958191	0.071569988	0
KCNH8	2.159278447	0.740825855	0.157755155	-0.849785545	-3.806903968	2.023935802	-0.507278114	1.216924428	-6.861328078	-1.316708754	1.668897678	-1.441325487	0.829963157	0.402525956	2.36070359
SULT1C2	1.0949089	0.01	0.01	0.01	-0.969187378	0.01	0.01	-0.989832412	-1.801265697	0.789148603	0.485274386	0.01	1.189582446	2.495149719	0.01
SLC5A7	-2.176027441	-3.298471428	0.157141327	2.675352824	4.660612743	-5.967478097	2.095519752	-2.237406915	1.299121691	-4.917855048	-3.221767856	-0.602874642	-3.517459796	1.46457494	4.108861375
C3	-0.520225021	-0.431529744	-1.095311536	1.787473029	0.960026821	-0.250373129	-6.795958245	-0.01175902	-1.067196182	-0.627642118	-3.964373584	0.81213501	-2.914090995	-3.817974335	0.589647109
NRTN	0.01	-0.568515091	4.030077109	1.328792604	-2.946378729	3.2302443	1.710020408	1.077537044	1.507147253	-0.602911089	0.7305788	-2.417190434	-0.787507577	0.880651128	0.713325162
PLIN5	-0.432421084	0.284204349	3.301687041	2.06600012	-1.900948583	-1.607042161	1.018389623	-0.014643892	0.552479473	-1.972616368	2.538421377	-1.786895714	3.447681645	1.925997148	0.884175349
SHD	0.280443492	0.619393267	2.650218404	-5.228147881	0.148489272	-1.196023406	1.752366881	-0.863370232	2.079483693	3.38838664	2.892476767	0.440518996	2.972562678	1.863357774	-0.597005815
LRFN2	1.982156613	0.837334551	1.232248945	0.524228626	-2.343770413	3.313181188	3.584973596	0.513977243	-3.455835241	0.662538532	0.067643706	-3.094808055	2.235372824	0.058682524	-0.626203615
TREM1	-1.349637031	-0.755880579	0.114769676	0.663346028	1.036257217	-1.839818239	-0.161852842	1.238065152	-0.380677114	-0.2053735	-1.264187149	3.253374992	0.01	-2.476609281	1.005095652
CRIP3	-0.083042183	0.925754909	1.381364524	-1.292432758	0.405938555	0.163779479	-3.702612915	-3.887556519	1.510406506	-2.108669349	2.383259212	1.324957389	0.01	1.462371945	-3.25184922
DLK2	-0.809088356	3.877434716	4.447573834	0.596234129	1.021591924	0.010620236	0.186043592	1.441591638	-0.158287877	0.557585651	3.954121186	1.328271914	-1.62695587	4.254966439	1.114840628
CAPN11	-2.074170413	0.420013757	1.460595293	3.511680827	-1.150401884	0.242994273	-2.208344647	-0.80841404	-0.619813997	-0.807090264	1.371171073	0.156259454	0.008394946	4.361027726	-0.435686951
SPATS1	-0.258778348	1.255397523	1.561832345	-0.334349508	0.521288267	0	0.255470335	-2.306608275	-0.740980884	-0.402150594	2.329757033	0.735553394	0.453544126	0.332976118	1.340793534
ENPP5	1.907916071	-0.860890739	-0.73950547	0.923139875	0.542674647	2.083313888	-1.529908503	1.416303619	-3.625866514	0.839616825	1.05585465	-1.264831289	1.170860955	-2.797390869	1.313809252
KHDRBS2	0.01	1.51202744	-1.78721983	-2.461176097	0.01	0.01	-1.286262246	1.616163508	0.01	0.01	0.01	0.01	2.7669726	0.791243537	0.623917571
CNGA3	-3.762398201	1.556328317	2.924475036	0.250668512	-0.101571912	-4.61518017	3.800490017	0.01	2.963006306	0.01	2.255209129	4.271190242	-1.42820797	-3.081939703	0.01
NPAS2	-0.661083671	0.609933082	-1.74287281	0.822612794	-3.083433911	-1.667983258	2.842499596	0.237599903	-2.815865596	0.725092536	-0.153754479	2.00056094	0.102855671	-1.931388851	0.03100046
IL1R2	-3.709475671	-0.30828847	1.977395848	-1.696398	-1.271041804	1.41515922	1.063327429	-2.70655926	-0.518066875	0.01	-1.079572277	-0.741951435	0.01	0.555890127	-0.74895796
IL1RL2	-3.155818872	1.467757161	-1.468916441	0.944713905	-0.910016094	-0.253571331	1.491462171	-1.56802825	0.01	-2.374015291	1.675692284	1.940965114	0.44141015	-1.890397873	0.290135407
IL1RL1	-2.390390625	-1.159153547	1.959450788	2.738154149	-1.215010748	-3.243172594	0.797449975	-0.387562503	-2.784002435	-2.193549544	-2.66750646	-0.00786282	-1.378146032	0.792529249	4.867813414
IL18R1	-1.899508538	3.705164464	1.497811545	2.833988375	-1.220122357	-1.304751976	1.288292633	-1.548830593	-3.16752151	-2.992222328	0.903158303	-0.304033267	-1.176789577	1.993853218	-0.135430611
SLC9A2	1.863587103	5.214780244	1.145135038	2.583804107	-4.312757929	2.40319137	-2.563331781	3.516067297	-2.10032497	2.538375043	3.191567587	3.164674945	-1.694513213	1.295546763	3.596487009
POU3F3	0.924966453	0.01	0.01	0.01	5.188516406	-4.993813606	-3.53829388	0.01	0.01	-2.774459617	0.01	-4.173667159	0.01	0.01	-3.765636185
C2orf40	3.243278899	-6.280996997	-1.162397	0.303888568	-0.473891067	-2.256352666	1.34568057	-2.479667619	1.859101043	-1.730462653	0.099495559	-2.247052294	1.448410066	-0.468412414	-1.999168367
TMEFF2	-4.581950215	2.633339662	0.760169104	0.039819765	3.893097247	0.01	-0.430734179	-0.316204879	-5.712633775	-1.421776789	1.804843124	1.685566789	3.905143318	1.869189926	0.789892201
SATB2	-3.054153071	-0.894035214	-1.209799031	0.571297496	-2.508865243	-0.913810123	1.948894362	1.19067675	1.211559069	0.604546048	-2.492507319	-0.699690906	1.637001327	0.936990641	0.141329666
AOX1	2.66453719	-2.554925771	-3.684286036	-2.036154988	0.884898158	-2.260328159	1.443132338	-0.989829333	-0.075392472	-0.091133832	1.858038948	-1.638120463	-1.340959755	-1.803216483	-2.967027121
CD28	-1.893897984	-0.19323216	-0.322581906	0.119087913	1.487866779	-1.862119009	-2.821596845	-0.784242624	-0.702557438	-0.28908067	-2.2864655	1.71293142	1.617531589	-0.521690755	0.173463014
ICOS	0.01	-0.382356186	-1.511653334	-2.185609601	0.047247013	-1.466215475	-1.01069575	0.01	0.5778349	-0.831789683	0.01	-0.646069029	-0.601348672	-0.196235413	-0.975026379
PARD3B	1.183482253	-3.402957868	-4.269290637	-0.943071401	-1.036581941	1.24106592	0.76568874	0.590998542	-2.764709949	0.229356051	-0.0433266	-2.325677438	0.797605437	-6.860642116	1.016358156
GPR1	0.540370077	-0.710308361	0.01	-0.513462726	-1.946078456	0.879187839	-3.026727307	-1.294234345	-4.608121658	-0.795386899	-0.650301187	0.122144455	-1.69980627	-0.976177115	-1.017997107
FZD5	1.19375668	1.997608155	2.476035211	1.433081055	-1.613258898	3.244458784	-0.520767272	1.859308138	-1.991969273	0.552573098	0.447541935	1.361088601	-1.534067827	2.368111772	2.773144569
ACADL	-0.29964473	1.101409778	1.972060032	-1.286831258	0.01	-0.567437133	-0.111917407	-1.296861011	-0.108310522	-0.517973841	2.095645585	-0.332253187	0.882421411	2.380639675	-1.661324193
ERBB4	-3.089655234	-0.273476504	-0.862263587	1.284111054	-1.066310087	-4.231885566	-3.77631259	0.008268717	6.049027487	-1.243796415	-1.781759371	2.384148442	0.855458237	-1.113825906	2.274335242
BARD1	1.403736087	-2.324427972	0.01	1.120340977	-0.894868546	1.650558941	-0.289839907	1.580981403	-2.212243419	1.37808563	1.820737038	-1.436189987	0.871624814	-2.723294821	-0.087023426
IGFBP2	-0.329908502	-3.175134941	-0.839600816	0.6203813	2.820902651	2.228352385	1.092989457	-4.715525203	2.394549791	-3.478646548	-1.071156883	3.361942205	-2.802494383	0.731932816	-0.875230988
CXCR2	1.435886935	-0.995881062	0.01	-0.79902809	-2.373639254	1.422716074	-0.039283245	-0.80927764	-1.620677597	0.554626016	-0.388666438	-0.429577957	-2.799773454	-0.546721563	0.94196894
WNT6	0.06129865	2.195630378	2.741059288	1.497508949	1.935046321	-0.293328376	0.090815831	-3.502302566	2.298752104	-5.838790741	1.877178714	1.569297493	2.531233972	2.219694209	-1.566959748
WNT10A	2.430989415	4.598091381	-4.181426474	1.817205655	-0.535038527	-0.596810919	1.728951613	-5.865503714	0.589925004	0.01	0.104997337	5.121926265	1.943270718	-4.602921891	-7.229834459
FEV	-0.230539469	-5.232008432	-5.031210638	-3.216079925	0.102086901	-0.090395733	-2.122387433	-5.559985757	2.485459651	-2.510046741	1.30176701	-0.121227164	1.163296878	-4.45270475	-9.538891002
RESP18	-3.284176792	0.01	0.01	0.01	0.01	0.01	0.01	0.01	-1.092709892	0.01	0.01	0.01	0.01	0.01	0.01
DES	0.806570042	-2.916438838	0.380481173	0.021878798	-2.387339323	-7.000476726	0.812743397	-0.540017881	-0.371307319	-5.365891175	0.01	1.449161423	-0.96549105	2.653392377	-0.36614204
INHA	-3.121099901	0.795146148	-1.135770364	2.085582203	-1.955754358	-2.528011713	0.395227248	1.483100196	-1.929741518	1.417333653	0.227653742	1.993975958	0.666124263	1.003527337	0.509112855
KCNE4	-3.099162532	0.337142016	0.962033893	1.666740562	0.131202546	-0.905866634	-1.041782255	0.731149981	-1.009253765	0.120764448	-1.248493156	0.91427727	-0.484293427	1.550808738	1.214925652
SERPINE2	1.083530801	-0.875456351	-0.663514977	0.706024741	-0.548692858	1.152407432	1.366531927	1.484035776	-4.676284645	-0.548084185	-0.91238712	-0.275870225	-2.92885587	0.285342065	0.473228063
COL4A3	-0.680409807	-0.449228427	0.269419623	-0.114873838	-3.149035232	2.502497743	1.507371671	2.273425765	-2.395904273	0.516329629	-1.472077703	-1.619846938	0.916755755	-0.5850177	-1.141416894
SPHKAP	0.01	0.205474443	4.334849738	2.349843077	-0.979678489	0.01	-3.23025234	-2.415328381	-3.226761666	0.01	-1.788208962	-1.45058812	0.01	4.187117757	4.209167853
HTR2B	0.726333857	0.713476801	-0.918373877	-0.309246203	6.421646407	1.683703967	-1.195009708	0.090588794	1.054326303	-1.145405504	3.397579843	1.23014708	-1.666972503	-0.050363368	-0.288581627
NPPC	0.01	0.228408956	1.099070593	0.01	0.435573104	-0.855450333	3.123621219	0	0.188600043	1.894428928	0.01	0.01	0.01	0.01	-1.949337393
ECEL1	-1.046172552	-0.031470862	-6.164572873	3.162559211	4.643846079	-3.060236213	1.637896814	-1.804237626	7.365016919	-9.654606747	0.053932536	2.972995732	-2.669246557	-4.028075119	-8.797786617
NGEF	-3.380366844	-0.04064872	2.496264439	-2.782393019	0.379923875	0.01	-1.192587738	1.564898668	-4.188966291	-1.79129674	0.556871876	1.631460487	3.613411219	1.439534378	1.835589894
NEU2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
SAG	-2.190198895	3.71348569	4.922937618	-1.177252731	0.01	-1.458018364	0.01	0.397591727	0.01	0.913471033	5.510067284	0.01	0.407008198	5.104928892	0.448424815
TRPM8	-2.529227991	0.286971588	-0.84232556	-1.516281827	-1.09089205	-1.797047459	2.243575109	0.01	0.01	0.01	-0.22127413	0.023258745	0.067979102	-1.848769493	-1.890774761
